Q1,T1,Tsp
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
1.9595839999999907,20.6272,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
0.02578399999999988,20.949499999999997,20.949499999999997
1.9853680061473753,20.6272,20.949499999999997
100.0,20.949499999999997,40.0
100.0,20.949499999999997,40.0
100.0,20.949499999999997,40.0
100.0,20.949499999999997,40.0
100.0,20.949499999999997,40.0
100.0,21.2718,40.0
100.0,21.2718,40.0
100.0,21.2718,40.0
100.0,21.594099999999997,40.0
100.0,21.594099999999997,40.0
100.0,21.9164,40.0
100.0,21.9164,40.0
100.0,22.238699999999998,40.0
100.0,22.561,40.0
100.0,22.561,40.0
100.0,22.8833,40.0
100.0,23.205599999999997,40.0
100.0,23.5279,40.0
100.0,23.5279,40.0
98.24235293024637,23.850199999999997,40.0
97.57475323213197,24.1725,40.0
96.88136952787019,24.494799999999998,40.0
96.16220297582439,24.817099999999996,40.0
95.41725125926781,25.1394,40.0
96.60609954271126,25.1394,40.0
95.83536382000733,25.461699999999997,40.0
95.03884463345338,25.784,40.0
94.21654089845468,26.106299999999997,40.0
93.3684531573086,26.4286,40.0
92.49458141001513,26.750899999999998,40.0
91.59492590313343,27.073199999999996,40.0
90.66948662436869,27.3955,40.0
89.71826285863307,27.717799999999997,40.0
88.74125508675003,28.0401,40.0
89.69804731486703,28.0401,40.0
88.69525598077584,28.362399999999997,40.0
87.6666806282425,28.6847,40.0
86.61232083791734,29.006999999999998,40.0
85.53217744849971,29.329299999999996,40.0
84.42624984325982,29.6516,40.0
83.29453841695788,29.973899999999997,40.0
82.13704260204317,30.2962,40.0
80.95376313885691,30.618499999999997,40.0
79.74470017560009,30.940799999999996,40.0
78.50985250888635,31.263099999999998,40.0
79.20880500881579,31.263099999999998,40.0
77.9481733298073,31.585399999999996,40.0
76.66175748415567,31.9077,40.0
75.34955763235666,32.23,40.0
74.01157377441028,32.552299999999995,40.0
74.60738991646389,32.552299999999995,40.0
73.24362246008873,32.8746,40.0
71.85407058984757,33.1969,40.0
70.43873483707048,33.5192,40.0
68.99761530692675,33.841499999999996,40.0
67.53071152956012,34.163799999999995,40.0
67.9976076408768,34.163799999999995,40.0
66.50491974604606,34.4861,40.0
64.98644794408989,34.8084,40.0
65.40177614213371,34.8084,40.0
63.85752042075731,35.1307,40.0
62.28748050748446,35.452999999999996,40.0
62.6512405942116,35.452999999999996,40.0
61.05541675537113,35.775299999999994,40.0
59.43380890423584,36.0976,40.0
57.78641710909081,36.4199,40.0
58.072825177375805,36.4199,40.0
58.359233245660796,36.4199,40.0
56.68605730779841,36.7422,40.0
54.987097363788635,37.064499999999995,40.0
53.26235346347431,37.386799999999994,40.0
53.47140961300282,37.386799999999994,40.0
53.68046660985951,37.386799999999994,40.0
51.92993865355493,37.7091,40.0
52.113210784641275,37.7091,40.0
50.33689882218935,38.0314,40.0
50.49438689728548,38.0314,40.0
48.69229099148753,38.353699999999996,40.0
48.823995085689575,38.353699999999996,40.0
48.955699148490936,38.353699999999996,40.0
47.12781917374424,38.675999999999995,40.0
45.27415517374421,38.9983,40.0
45.35429119285013,38.9983,40.0
45.43442721195604,38.9983,40.0
45.514563211956045,38.9983,40.0
43.63511522491458,39.3206,40.0
43.6894672378731,39.3206,40.0
41.784235251495396,39.6429,40.0
41.81280326511768,39.6429,40.0
41.84137127873996,39.6429,40.0
39.910355281395,39.965199999999996,40.0
39.91313928338627,39.965199999999996,40.0
39.91592328405003,39.965199999999996,40.0
39.91870728471379,39.965199999999996,40.0
37.961907279230175,40.287499999999994,40.0
37.93890726826292,40.287499999999994,40.0
37.9159072627793,40.287499999999994,40.0
37.892907257295676,40.287499999999994,40.0
35.91032323403362,40.6098,40.0
35.861539210771596,40.6098,40.0
35.81275519914058,40.6098,40.0
35.76397117587856,40.6098,40.0
35.71518715261654,40.6098,40.0
35.666403129354514,40.6098,40.0
33.65803509379773,40.9321,40.0
33.583467058240934,40.9321,40.0
33.508898987127345,40.9321,40.0
33.434330933792154,40.9321,40.0
33.35976291601376,40.9321,40.0
33.28519488045696,40.9321,40.0
33.210626862678566,40.9321,40.0
31.176474766975453,41.2544,40.0
33.035706695861855,40.9321,40.0
32.96113867808346,40.9321,40.0
30.9269866302319,41.2544,40.0
30.826634558454558,41.2544,40.0
30.726282534528778,41.2544,40.0
30.625930510603,41.2544,40.0
30.52557848667722,41.2544,40.0
30.42522636704831,41.2544,40.0
30.32487434312253,41.2544,40.0
30.22452231919675,41.2544,40.0
30.124170271345186,41.2544,40.0
30.023818247419406,41.2544,40.0
29.923466223493627,41.2544,40.0
29.82311417564206,41.2544,40.0
29.722762103864717,41.2544,40.0
29.622410079938938,41.2544,40.0
29.522058032087372,41.2544,40.0
29.421705984235807,41.2544,40.0
29.321353960310027,41.2544,40.0
29.221001888532683,41.2544,40.0
29.12064962534909,41.2544,40.0
29.020297577497523,41.2544,40.0
28.919945553571743,41.2544,40.0
28.819593529645964,41.2544,40.0
28.71924145786862,41.2544,40.0
28.61888943394284,41.2544,40.0
28.518537386091275,41.2544,40.0
28.41818531431393,41.2544,40.0
28.31783329038815,41.2544,40.0
28.217481242536586,41.2544,40.0
28.11712917075924,41.2544,40.0
28.016777146833462,41.2544,40.0
27.916425122907683,41.2544,40.0
27.816073075056117,41.2544,40.0
27.715721051130338,41.2544,40.0
27.615368979352994,41.2544,40.0
27.515016955427214,41.2544,40.0
27.41466490757565,41.2544,40.0
27.314312859724083,41.2544,40.0
27.213960835798304,41.2544,40.0
27.113608811872524,41.2544,40.0
27.0132567161694,41.2544,40.0
28.872488698390995,40.9321,40.0
28.7979206628342,40.9321,40.0
28.723352645055805,40.9321,40.0
28.64878460949901,40.9321,40.0
28.574216591720614,40.9321,40.0
28.499648573942217,40.9321,40.0
28.42508055616382,40.9321,40.0
28.350512538385424,40.9321,40.0
28.275944520607027,40.9321,40.0
28.201376485050233,40.9321,40.0
28.12680843171504,40.9321,40.0
28.052240360601452,40.9321,40.0
27.977672325044658,40.9321,40.0
27.903104271709466,40.9321,40.0
29.788120248447434,40.6098,40.0
29.73933623681642,40.6098,40.0
29.690552225185407,40.6098,40.0
29.641768190292368,40.6098,40.0
29.592984167030345,40.6098,40.0
29.54420015539933,40.6098,40.0
29.495416143768317,40.6098,40.0
29.446632120506294,40.6098,40.0
29.39784809724427,40.6098,40.0
29.349064062351232,40.6098,40.0
29.300280015827184,40.6098,40.0
29.25149599256516,40.6098,40.0
29.202711980934147,40.6098,40.0
29.153927957672124,40.6098,40.0
29.10514394604111,40.6098,40.0
29.05635991114807,40.6098,40.0
29.007575899517057,40.6098,40.0
28.958791887886044,40.6098,40.0
28.91000787625503,40.6098,40.0
28.861223864624016,40.6098,40.0
28.812439829730977,40.6098,40.0
28.763655818099963,40.6098,40.0
30.674455812616372,40.287499999999994,40.0
30.65145580713275,40.287499999999994,40.0
30.628455801649125,40.287499999999994,40.0
30.6054557961655,40.287499999999994,40.0
30.582455790681877,40.287499999999994,40.0
30.559455785198253,40.287499999999994,40.0
30.536455774231,40.287499999999994,40.0
30.51345576326375,40.287499999999994,40.0
30.490455741329242,40.287499999999994,40.0
30.46745573036199,40.287499999999994,40.0
30.44445571939474,40.287499999999994,40.0
30.42145570294386,40.287499999999994,40.0
30.398455697460236,40.287499999999994,40.0
30.375455681009356,40.287499999999994,40.0
30.35245565907485,40.287499999999994,40.0
30.329455648107597,40.287499999999994,40.0
30.306455631656718,40.287499999999994,40.0
30.283455620689466,40.287499999999994,40.0
30.26045559327133,40.287499999999994,40.0
30.237455571336824,40.287499999999994,40.0
32.17403957332809,39.965199999999996,40.0
30.21723956784447,40.287499999999994,40.0
30.194239562360842,40.287499999999994,40.0
30.171239556877214,40.287499999999994,40.0
30.14823952945908,40.287499999999994,40.0
30.125239518491824,40.287499999999994,40.0
30.102239496557317,40.287499999999994,40.0
30.07923949107369,40.287499999999994,40.0
30.056239474622807,40.287499999999994,40.0
30.03323946365555,40.287499999999994,40.0
31.969823465646815,39.965199999999996,40.0
30.01302345467957,40.287499999999994,40.0
31.94960745534332,39.965199999999996,40.0
31.952391457334592,39.965199999999996,40.0
31.955175459325865,39.965199999999996,40.0
31.957959462644652,39.965199999999996,40.0
31.960743465299682,39.965199999999996,40.0
31.96352746596344,39.965199999999996,40.0
31.966311484548648,39.965199999999996,40.0
31.969095490522463,39.965199999999996,40.0
31.97187949184998,39.965199999999996,40.0
31.974663492513738,39.965199999999996,40.0
31.977447493177497,39.965199999999996,40.0
31.980231494505013,39.965199999999996,40.0
31.98301549516877,39.965199999999996,40.0
31.985799496496288,39.965199999999996,40.0
31.988583497160047,39.965199999999996,40.0
31.99136749915132,39.965199999999996,40.0
31.994151501142593,39.965199999999996,40.0
31.99693550180635,39.965199999999996,40.0
31.999719503133868,39.965199999999996,40.0
32.00250350446139,39.965199999999996,40.0
32.00528750512514,39.965199999999996,40.0
32.008071505788905,39.965199999999996,40.0
32.01085550844393,39.965199999999996,40.0
32.01363950910769,39.965199999999996,40.0
32.01642350977145,39.965199999999996,40.0
32.01920751109897,39.965199999999996,40.0
32.02199151176272,39.965199999999996,40.0
32.02477551309024,39.965199999999996,40.0
32.027559513754,39.965199999999996,40.0
32.03034351441776,39.965199999999996,40.0
32.03312751640903,39.965199999999996,40.0
32.03591151707279,39.965199999999996,40.0
32.03869551773655,39.965199999999996,40.0
32.04147951840031,39.965199999999996,40.0
32.04426351906407,39.965199999999996,40.0
32.04704752039159,39.965199999999996,40.0
32.04983152105534,39.965199999999996,40.0
32.05261552238286,39.965199999999996,40.0
32.05539952437413,39.965199999999996,40.0
32.058183526365404,39.965199999999996,40.0
32.06096752835668,39.965199999999996,40.0
32.063751529020436,39.965199999999996,40.0
32.06653553101171,39.965199999999996,40.0
32.06931953167547,39.965199999999996,40.0
32.07210353233923,39.965199999999996,40.0
32.074887533002986,39.965199999999996,40.0
32.07767153499426,39.965199999999996,40.0
32.08045553698553,39.965199999999996,40.0
32.08323953964056,39.965199999999996,40.0
32.086023540304325,39.965199999999996,40.0
32.08880754163184,39.965199999999996,40.0
32.09159154295935,39.965199999999996,40.0
32.094375543623116,39.965199999999996,40.0
32.09715954428687,39.965199999999996,40.0
32.09994354627814,39.965199999999996,40.0
32.102727548269414,39.965199999999996,40.0
32.10551154959693,39.965199999999996,40.0
32.10829555026069,39.965199999999996,40.0
32.111079551588205,39.965199999999996,40.0
32.113863552915724,39.965199999999996,40.0
32.11664755357948,39.965199999999996,40.0
32.119431555570756,39.965199999999996,40.0
32.122215556234515,39.965199999999996,40.0
32.124999556898274,39.965199999999996,40.0
32.12778356021706,39.965199999999996,40.0
32.13056756287209,39.965199999999996,40.0
32.13335156419961,39.965199999999996,40.0
32.13613556552713,39.965199999999996,40.0
32.13891956685464,39.965199999999996,40.0
32.141703570173426,39.965199999999996,40.0
32.144487571500946,39.965199999999996,40.0
32.14727157282846,39.965199999999996,40.0
32.150055576147246,39.965199999999996,40.0
32.15283957946603,39.965199999999996,40.0
32.15562358012979,39.965199999999996,40.0
32.15840758145731,39.965199999999996,40.0
32.16119158212106,39.965199999999996,40.0
32.16397558278483,39.965199999999996,40.0
32.16675958344858,39.965199999999996,40.0
32.16954358411235,39.965199999999996,40.0
32.17232758610362,39.965199999999996,40.0
32.17511158809489,39.965199999999996,40.0
32.177895588758645,39.965199999999996,40.0
32.18067958942241,39.965199999999996,40.0
32.18346359008616,39.965199999999996,40.0
32.18624759074993,39.965199999999996,40.0
32.18903159207744,39.965199999999996,40.0
32.1918155927412,39.965199999999996,40.0
32.19459959406872,39.965199999999996,40.0
32.19738359473247,39.965199999999996,40.0
32.20016759539624,39.965199999999996,40.0
32.20295159672375,39.965199999999996,40.0
32.20573559805126,39.965199999999996,40.0
32.208519600042536,39.965199999999996,40.0
32.211303601370055,39.965199999999996,40.0
32.21408760269757,39.965199999999996,40.0
32.21687160402508,39.965199999999996,40.0
32.21965560535259,39.965199999999996,40.0
32.22243960601635,39.965199999999996,40.0
32.225223607343864,39.965199999999996,40.0
32.22800760800762,39.965199999999996,40.0
32.230791609335135,39.965199999999996,40.0
32.233575609998894,39.965199999999996,40.0
32.23635961066265,39.965199999999996,40.0
32.239143611990166,39.965199999999996,40.0
32.241927612653924,39.965199999999996,40.0
32.24471161331768,39.965199999999996,40.0
32.247495614645196,39.965199999999996,40.0
32.25027961597271,39.965199999999996,40.0
32.25306361796398,39.965199999999996,40.0
32.255847619291494,39.965199999999996,40.0
32.258631620619006,39.965199999999996,40.0
32.26141562261028,39.965199999999996,40.0
32.26419962393779,39.965199999999996,40.0
32.266983625265304,39.965199999999996,40.0
32.26976762792033,39.965199999999996,40.0
30.312967622436716,40.287499999999994,40.0
32.24955162442798,39.965199999999996,40.0
32.25233562575549,39.965199999999996,40.0
32.255119627746765,39.965199999999996,40.0
32.25790363040179,39.965199999999996,40.0
32.260687632393065,39.965199999999996,40.0
32.263471633056824,39.965199999999996,40.0
32.2662556350481,39.965199999999996,40.0
30.309455629564482,40.287499999999994,40.0
32.246039631555746,39.965199999999996,40.0
32.24882363288326,39.965199999999996,40.0
32.251607635538285,39.965199999999996,40.0
32.25439163752956,39.965199999999996,40.0
32.25717563819332,39.965199999999996,40.0
32.259959638857076,39.965199999999996,40.0
32.262743639520835,39.965199999999996,40.0
32.26552764084835,39.965199999999996,40.0
32.268311641512106,39.965199999999996,40.0
32.27109564416713,39.965199999999996,40.0
32.27387964483089,39.965199999999996,40.0
32.27666364549465,39.965199999999996,40.0
32.27944764615841,39.965199999999996,40.0
32.28223164682217,39.965199999999996,40.0
32.28501564881344,39.965199999999996,40.0
32.2877996494772,39.965199999999996,40.0
32.29058365080471,39.965199999999996,40.0
32.29336765146847,39.965199999999996,40.0
32.29615165478726,39.965199999999996,40.0
32.29893565677853,39.965199999999996,40.0
32.301719658106045,39.965199999999996,40.0
32.30450365943356,39.965199999999996,40.0
32.307287660097316,39.965199999999996,40.0
32.310071660761075,39.965199999999996,40.0
32.312855661424834,39.965199999999996,40.0
32.31563966341611,39.965199999999996,40.0
32.318423664079866,39.965199999999996,40.0
32.321207664743625,39.965199999999996,40.0
32.32399166607114,39.965199999999996,40.0
32.326775666734896,39.965199999999996,40.0
32.329559667398655,39.965199999999996,40.0
32.33234366938993,39.965199999999996,40.0
32.33512767005369,39.965199999999996,40.0
32.337911670717446,39.965199999999996,40.0
32.34069567270872,39.965199999999996,40.0
32.34347967469999,39.965199999999996,40.0
32.346263676027505,39.965199999999996,40.0
32.34904767735502,39.965199999999996,40.0
32.35183167934629,39.965199999999996,40.0
32.35461568001005,39.965199999999996,40.0
32.35739968067381,39.965199999999996,40.0
32.360183683992595,39.965199999999996,40.0
32.36296768532011,39.965199999999996,40.0
32.36575168664762,39.965199999999996,40.0
32.36853568731138,39.965199999999996,40.0
32.37131968930265,39.965199999999996,40.0
32.374103690630164,39.965199999999996,40.0
